budget,revenue,content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
30000000.0,33013805.0,100,68,"Comedy,Crime,Drama,Romance,Thriller",George Clooney,2003,1,24,4,113,Confessions of a Dangerous Mind,https://www.themoviedb.org//movie/4912-confessions-of-a-dangerous-mind
nan,nan,50,0,Documentary,Ian McDonald,2021,11,18,3,90,The First Year,https://www.themoviedb.org//movie/869645-the-first-year
nan,nan,93,77,Comedy,Nicolás López,2019,5,10,4,101,Sweet Family,https://www.themoviedb.org//movie/587429-sweet-family
nan,nan,64,68,Documentary,Nanfu Wang,2021,8,18,2,98,In the Same Breath,https://www.themoviedb.org//movie/776518-in-the-same-breath
nan,nan,100,65,"Romance,TV Movie",David Weaver,2016,12,18,6,84,A Christmas to Remember,https://www.themoviedb.org//movie/423893-a-christmas-to-remember
nan,1015744.0,100,70,Drama,Kogonada,2017,9,14,3,104,Columbus,https://www.themoviedb.org//movie/414453-columbus
90000000.0,60289912.0,100,75,"Drama,Thriller,History",Michael Mann,1999,10,28,3,158,The Insider,https://www.themoviedb.org//movie/9008-the-insider
nan,nan,100,77,"Drama,Fantasy,Romance",Nobuhiro Doi,2004,10,30,5,119,Be with You,https://www.themoviedb.org//movie/36092-be-with-you
1000000.0,nan,100,62,Comedy,Trey Parker,1997,9,6,5,94,Orgazmo,https://www.themoviedb.org//movie/8675-orgazmo
3000000.0,17800000.0,100,67,"Drama,History,Romance,Thriller,Adventure,War",Sam Wood,1943,7,13,1,170,For Whom the Bell Tolls,https://www.themoviedb.org//movie/27854-for-whom-the-bell-tolls
nan,nan,100,67,"Romance,Comedy",Nahnatchka Khan,2019,5,31,4,101,Always Be My Maybe,https://www.themoviedb.org//movie/513576-always-be-my-maybe
nan,nan,100,63,"Horror,Drama,Fantasy,Mystery",Liam Gavin,2017,4,28,4,100,A Dark Song,https://www.themoviedb.org//movie/409297-a-dark-song
nan,nan,93,60,"Documentary,War",Leslye Davis,2020,7,17,4,99,Father Soldier Son,https://www.themoviedb.org//movie/695476-father-soldier-son
nan,nan,100,49,Horror,Rob Heydon,2019,5,24,4,80,Isabelle,https://www.themoviedb.org//movie/540291-isabelle
nan,nan,100,71,"Crime,Thriller",Kevin Goetz,2019,5,17,4,106,A Violent Separation,https://www.themoviedb.org//movie/506815-a-violent-separation
nan,nan,100,64,"Science Fiction,Crime,Mystery",Ben C. Lucas,2017,10,5,3,96,OtherLife,https://www.themoviedb.org//movie/411999-otherlife
nan,nan,93,82,Documentary,Peter Ettedgui,2020,8,26,2,105,Rising Phoenix,https://www.themoviedb.org//movie/726887-rising-phoenix
12000000.0,20101247.0,100,70,"Drama,Romance",Roman Polanski,1979,12,12,2,171,Tess,https://www.themoviedb.org//movie/11121-tess
nan,nan,79,0,,Eddie Rodriguez,1990,10,10,2,117,Bad Boy,https://www.themoviedb.org//movie/498838-bad-boy
nan,nan,56,0,"Drama,Comedy",Adilkhan Yerzhanov,2021,11,18,3,94,Herd Immunity,https://www.themoviedb.org//movie/874820-herd-immunity
12500000.0,nan,100,79,"War,Drama,Thriller,Action",Park Chan-wook,2000,9,9,5,110,Joint Security Area,https://www.themoviedb.org//movie/2440-joint-security-area
nan,nan,100,58,"Adventure,Comedy,Action",Jean Bruce,2021,8,4,2,117,OSS 117: From Africa with Love,https://www.themoviedb.org//movie/604563-oss-117-from-africa-with-love
nan,1702433.0,100,66,"Comedy,Drama,War",Fernando León de Aranoa,2016,1,15,4,106,A Perfect Day,https://www.themoviedb.org//movie/321751-a-perfect-day
nan,nan,100,55,"Horror,Drama,Science Fiction",David Freyne,2018,2,23,4,95,The Cured,https://www.themoviedb.org//movie/469721-the-cured
8000000.0,8431194.0,100,72,"Adventure,Animation,Comedy",Alex Orrelle,2017,10,12,3,88,Condorito: The Movie,https://www.themoviedb.org//movie/450314-condorito-the-movie
17000000.0,9500000.0,100,70,"Action,Crime,Drama,Thriller",Wayne Kramer,2006,2,24,4,122,Running Scared,https://www.themoviedb.org//movie/7304-running-scared
6000000.0,80000000.0,100,60,"Drama,Music,Romance",Frank Pierson,1976,12,17,4,139,A Star Is Born,https://www.themoviedb.org//movie/19610-a-star-is-born
nan,nan,93,56,Comedy,Jean Renoir,1931,6,21,6,56,On purge bébé,https://www.themoviedb.org//movie/127082-on-purge-bébé
nan,nan,86,45,Romance,Kim Jin-sung,2017,5,4,3,81,Covet: Island of Desire,https://www.themoviedb.org//movie/458083-covet-island-of-desire
nan,nan,100,83,"Science Fiction,Adventure",Nick Hurran,2013,11,23,5,77,Doctor Who: The Day of the Doctor,https://www.themoviedb.org//movie/313106-doctor-who-the-day-of-the-doctor
8240000.0,1740429.0,100,79,"Animation,Comedy,Drama",Adam Elliot,2009,2,9,0,92,Mary and Max,https://www.themoviedb.org//movie/24238-mary-and-max
5000000.0,470901.0,100,56,"Crime,Horror,Thriller",Clive Tonge,2018,9,7,4,100,Mara,https://www.themoviedb.org//movie/514277-mara
30000000.0,32500000.0,100,57,"Action,Horror,Thriller",Kimble Rendall,2012,9,14,4,93,Bait,https://www.themoviedb.org//movie/118957-bait
nan,nan,93,66,"Family,Animation",Blair Simmons,2020,8,14,4,72,Octonauts and the Caves of Sac Actun,https://www.themoviedb.org//movie/726940-octonauts-and-the-caves-of-sac-actun
6000000.0,41387687.0,100,64,"Comedy,Drama",Nicholas Hytner,2015,11,13,4,104,The Lady in the Van,https://www.themoviedb.org//movie/328589-the-lady-in-the-van
nan,nan,100,76,"Comedy,Drama,Family",Takeshi Kitano,1999,6,5,5,117,Kikujiro,https://www.themoviedb.org//movie/4291-kikujiro
nan,13782896.0,100,74,"Drama,Thriller",Mario Giordano,2001,3,8,3,120,The Experiment,https://www.themoviedb.org//movie/575-the-experiment
nan,nan,100,77,"Animation,Adventure,Family",Carlos Carrera,2017,9,1,4,96,Ana & Bruno,https://www.themoviedb.org//movie/265339-ana-&-bruno
nan,nan,100,66,"Romance,Drama,Comedy",Roberto Sneider,2016,8,25,3,100,You're Killing Me Susana,https://www.themoviedb.org//movie/264418-you're-killing-me-susana
9000000.0,13277558.0,100,66,"Horror,Mystery,Thriller",Frank De Felitta,1983,2,4,4,125,The Entity,https://www.themoviedb.org//movie/24740-the-entity
nan,nan,100,71,Drama,Martyn Burke,1999,6,20,6,97,Pirates of Silicon Valley,https://www.themoviedb.org//movie/3293-pirates-of-silicon-valley
nan,38981322.0,100,68,"Drama,History,Music",Rupert Goold,2019,9,27,4,118,Judy,https://www.themoviedb.org//movie/491283-judy
nan,nan,100,69,Drama,Sion Sono,2017,12,29,4,78,Antiporno,https://www.themoviedb.org//movie/414770-antiporno
nan,nan,100,53,"Horror,Comedy",Paul Hupfield,2009,3,16,0,86,Lesbian Vampire Killers,https://www.themoviedb.org//movie/18238-lesbian-vampire-killers
nan,nan,93,75,"Action,Animation,Drama,Science Fiction",Hideaki Anno,1998,3,7,5,160,Revival of Evangelion,https://www.themoviedb.org//movie/54270-revival-of-evangelion
nan,nan,100,80,"Animation,Family",Philip Hunt,2020,4,17,4,36,Here We Are: Notes for Living on Planet Earth,https://www.themoviedb.org//movie/664850-here-we-are-notes-for-living-on-planet-earth
14000000.0,21753365.0,100,54,"Thriller,Action,Crime",John Stuart Newman,2018,1,12,4,88,Proud Mary,https://www.themoviedb.org//movie/442064-proud-mary
1020000.0,2000000.0,100,77,"Drama,Mystery",Otto Preminger,1944,10,11,2,88,Laura,https://www.themoviedb.org//movie/1939-laura
nan,nan,86,nan,Romance,Christin Baker,2021,12,1,2,nan,Christmas at the Ranch,https://www.themoviedb.org//movie/805973-christmas-at-the-ranch
nan,nan,100,71,"Action,Adventure,Fantasy,Thriller",Takashi Miike,2017,8,4,4,119,JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,https://www.themoviedb.org//movie/431572-jojo's-bizarre-adventure-diamond-is-unbreakable-–-chapter-1
nan,nan,93,56,"Science Fiction,Drama,Adventure,Crime,Action",Stefon Bristol,2019,5,17,4,86,See You Yesterday,https://www.themoviedb.org//movie/582607-see-you-yesterday
nan,nan,79,55,"Action,Science Fiction,Thriller",Víctor García,2010,8,20,4,88,Arctic Predator,https://www.themoviedb.org//movie/67203-arctic-predator
3000000.0,nan,100,58,Horror,Mark A.Z. Dippé,2004,10,9,5,84,Frankenfish,https://www.themoviedb.org//movie/33641-frankenfish
nan,nan,100,73,"Action,Comedy,Crime",Prachya Pinkaew,2008,9,20,5,93,Chocolate,https://www.themoviedb.org//movie/15003-chocolate
750000.0,nan,100,74,"Thriller,Adventure,Fantasy,Science Fiction,Romance",George Pal,1960,8,17,2,103,The Time Machine,https://www.themoviedb.org//movie/2134-the-time-machine
40000000.0,145896422.0,100,64,"Comedy,Music,Romance",Marc Lawrence,2007,2,9,4,104,Music and Lyrics,https://www.themoviedb.org//movie/11172-music-and-lyrics
15000000.0,8235661.0,100,72,Drama,Jay Roach,2015,11,25,2,124,Trumbo,https://www.themoviedb.org//movie/294016-trumbo
nan,nan,100,64,"Comedy,Drama,Family",William Dear,2005,2,19,5,111,School of Life,https://www.themoviedb.org//movie/35320-school-of-life
25000000.0,38748395.0,100,69,"Horror,Comedy",Frank Oz,1986,12,19,4,94,Little Shop of Horrors,https://www.themoviedb.org//movie/10776-little-shop-of-horrors
60000000.0,157920733.0,100,63,"Adventure,Action,Romance,Drama",Tony Scott,1990,6,27,2,107,Days of Thunder,https://www.themoviedb.org//movie/2119-days-of-thunder
nan,137547.0,100,59,"Horror,Thriller",Ivan Minin,2020,10,29,3,80,The Widow,https://www.themoviedb.org//movie/579872-the-widow
nan,nan,100,55,Comedy,Amy Poehler,2019,5,10,4,103,Wine Country,https://www.themoviedb.org//movie/513083-wine-country
1200000.0,7000000.0,100,71,"Comedy,Mystery,Thriller",Alfred Hitchcock,1955,10,3,0,99,The Trouble With Harry,https://www.themoviedb.org//movie/11219-the-trouble-with-harry
nan,nan,100,60,"Thriller,Comedy,Action",Fisher Stevens,2013,2,1,4,95,Stand Up Guys,https://www.themoviedb.org//movie/121824-stand-up-guys
10000000.0,136836156.0,100,69,"Drama,Comedy",John Madden,2012,5,25,4,124,The Best Exotic Marigold Hotel,https://www.themoviedb.org//movie/74534-the-best-exotic-marigold-hotel
10000000.0,2995811.0,100,64,"Music,Drama",Floria Sigismondi,2010,3,19,4,106,The Runaways,https://www.themoviedb.org//movie/27586-the-runaways
nan,8766149.0,100,74,Drama,Ken Loach,2019,10,4,4,100,Sorry We Missed You,https://www.themoviedb.org//movie/522369-sorry-we-missed-you
5000000.0,1123136.0,100,44,"Action,Fantasy,Horror",Steve Gerber,2005,4,21,3,105,Man-Thing,https://www.themoviedb.org//movie/18882-man-thing
30000000.0,17129026.0,100,54,Science Fiction,Geoff Murphy,1992,1,17,4,110,Freejack,https://www.themoviedb.org//movie/9278-freejack
18000000.0,23000000.0,100,80,"Drama,History",Martin Scorsese,1980,11,14,4,129,Raging Bull,https://www.themoviedb.org//movie/1578-raging-bull
25000000.0,12638526.0,100,68,"Comedy,Drama,History",Jonathan Dayton,2017,9,29,4,121,Battle of the Sexes,https://www.themoviedb.org//movie/369192-battle-of-the-sexes
nan,nan,100,62,"Family,Adventure",Robert Vince,2010,11,23,1,89,The Search for Santa Paws,https://www.themoviedb.org//movie/48844-the-search-for-santa-paws
nan,nan,100,60,"Thriller,Horror",Craig Rosenberg,2006,1,17,1,110,Half Light,https://www.themoviedb.org//movie/9756-half-light
9000000.0,nan,100,60,"Thriller,Crime,Drama,Action",Karyn Kusama,2019,1,3,3,121,Destroyer,https://www.themoviedb.org//movie/471507-destroyer
43000000.0,80049764.0,100,71,Drama,Gus Van Sant,2001,1,12,4,136,Finding Forrester,https://www.themoviedb.org//movie/711-finding-forrester
30000000.0,105834556.0,100,68,"Drama,Comedy",Alexander Payne,2002,12,13,4,125,About Schmidt,https://www.themoviedb.org//movie/2755-about-schmidt
nan,nan,100,71,"Romance,TV Movie",Dustin Rikert,2020,10,31,5,84,One Royal Holiday,https://www.themoviedb.org//movie/737762-one-royal-holiday
nan,2400000.0,100,62,"Comedy,Drama",Mike White,2017,9,15,4,101,Brad's Status,https://www.themoviedb.org//movie/425980-brad's-status
5000000.0,43884652.0,100,75,Drama,Wash Westmoreland,2014,12,5,4,101,Still Alice,https://www.themoviedb.org//movie/284293-still-alice
nan,nan,79,13,"Animation,Drama,Comedy",Naoyuki Tatsuwa,2021,10,9,5,nan,DAKAICHI -I'm Being Harassed by the Sexiest Man of the Year- The Movie: In Spain,https://www.themoviedb.org//movie/820530-dakaichi--i'm-being-harassed-by-the-sexiest-man-of-the-year--the-movie-in-spain
nan,nan,100,70,"Drama,Comedy",Grand Corps Malade,2019,8,28,2,111,School Life,https://www.themoviedb.org//movie/587301-school-life
nan,nan,100,86,"Drama,Fantasy,Mystery",Roberto Gavaldón,1961,9,26,1,91,Macario,https://www.themoviedb.org//movie/122019-macario
35000000.0,13678913.0,86,61,"Action,Western",Les Mayfield,2001,8,17,4,94,American Outlaws,https://www.themoviedb.org//movie/13496-american-outlaws
nan,nan,64,81,"Drama,TV Movie",Alex Kalymnios,2021,10,1,4,86,Love You To Death,https://www.themoviedb.org//movie/574151-love-you-to-death
nan,nan,100,72,"Family,Animation,Adventure,Comedy",Richard Rich,2018,3,27,1,79,The Swan Princess: A Royal Myztery,https://www.themoviedb.org//movie/510096-the-swan-princess-a-royal-myztery
nan,5081495.0,100,63,"Mystery,Drama",Ritesh Batra,2017,3,24,4,108,The Sense of an Ending,https://www.themoviedb.org//movie/354285-the-sense-of-an-ending
nan,nan,100,39,"Horror,Drama,Mystery,Thriller",Babak Anvari,2019,10,18,4,94,Wounds,https://www.themoviedb.org//movie/505423-wounds
12000000.0,15250000.0,100,71,"Crime,Drama,Thriller",Takeshi Kitano,2001,7,20,4,114,Brother,https://www.themoviedb.org//movie/327-brother
nan,nan,100,73,"Music,Drama",Christian Keller,2014,10,20,0,120,Gloria,https://www.themoviedb.org//movie/264401-gloria
nan,nan,100,64,"Thriller,Drama",Àlex Pastor,2020,3,25,2,103,The Occupant,https://www.themoviedb.org//movie/674944-the-occupant
3000000.0,10700000.0,100,70,Comedy,Chris Henchy,2020,10,22,3,92,Impractical Jokers: The Movie,https://www.themoviedb.org//movie/566927-impractical-jokers-the-movie
25000000.0,5778353.0,100,58,"Action,Adventure,Comedy,Fantasy,Science Fiction",David Newman,1984,8,17,4,117,Sheena,https://www.themoviedb.org//movie/24264-sheena
nan,nan,100,67,"War,Drama,Thriller",Lydia Dean Pilcher,2020,10,2,4,124,A Call to Spy,https://www.themoviedb.org//movie/589612-a-call-to-spy
50000000.0,48600000.0,100,52,"Adventure,Comedy,Family",Alain Chabat,2012,4,3,1,105,HOUBA! On the Trail of the Marsupilami,https://www.themoviedb.org//movie/102207-houba!-on-the-trail-of-the-marsupilami
11500000.0,409832.0,100,69,"Drama,Thriller",Rod Lurie,2008,12,19,4,108,Nothing But the Truth,https://www.themoviedb.org//movie/14637-nothing-but-the-truth
6100000.0,nan,100,63,"Action,Crime",Christophe Gans,1995,9,13,2,102,Crying Freeman,https://www.themoviedb.org//movie/9501-crying-freeman
11000000.0,59520298.0,100,65,"Drama,Comedy,Romance",Dustin Hoffman,2013,1,10,3,98,Quartet,https://www.themoviedb.org//movie/121826-quartet
nan,nan,100,58,"Drama,Romance",Tran Anh Hung,2016,9,7,2,115,Eternity,https://www.themoviedb.org//movie/382501-eternity
80000000.0,118880016.0,100,62,"Romance,Drama",Luis Mandoki,1999,2,22,0,131,Message in a Bottle,https://www.themoviedb.org//movie/10207-message-in-a-bottle
nan,nan,100,65,"Comedy,Romance,Drama",Shaun Paul Piccinino,2020,12,14,0,106,A California Christmas,https://www.themoviedb.org//movie/768520-a-california-christmas
nan,nan,100,73,"Romance,TV Movie,Comedy",Peter Paige,2020,2,15,5,85,The Thing About Harry,https://www.themoviedb.org//movie/647325-the-thing-about-harry
26350000.0,1576687.0,100,53,"Drama,Comedy",Stephen Frears,2012,12,7,4,94,Lay the Favorite,https://www.themoviedb.org//movie/84305-lay-the-favorite
12000000.0,nan,100,58,"Horror,Comedy",Larry Cohen,1987,5,1,4,101,A Return to Salem's Lot,https://www.themoviedb.org//movie/27740-a-return-to-salem's-lot
30000000.0,34252847.0,100,58,Comedy,Richard Linklater,2005,7,22,4,113,Bad News Bears,https://www.themoviedb.org//movie/13341-bad-news-bears
nan,nan,100,81,"Drama,Science Fiction,TV Movie",Jamie Payne,2013,12,25,2,60,Doctor Who: The Time of the Doctor,https://www.themoviedb.org//movie/282848-doctor-who-the-time-of-the-doctor
8000000.0,14758997.0,100,74,"Drama,History,Romance",Nikolaj Arcel,2012,11,9,4,137,A Royal Affair,https://www.themoviedb.org//movie/88273-a-royal-affair
35000000.0,nan,100,69,"Comedy,Drama",Curtis Hanson,2000,2,22,1,111,Wonder Boys,https://www.themoviedb.org//movie/11004-wonder-boys
5000000.0,124048.0,100,61,"Horror,Thriller,Drama,Mystery",Yam Laranas,2008,5,25,6,96,The Echo,https://www.themoviedb.org//movie/25329-the-echo
nan,nan,100,52,"Science Fiction,Action,Adventure",James Kondelik,2018,8,29,2,76,Jurassic Galaxy,https://www.themoviedb.org//movie/540247-jurassic-galaxy
nan,nan,100,50,"Fantasy,Action,Horror",James Isaac,2007,8,10,4,110,Skinwalkers,https://www.themoviedb.org//movie/14219-skinwalkers
11000000.0,17050017.0,100,67,Drama,Bill Condon,2004,9,4,5,118,Kinsey,https://www.themoviedb.org//movie/11184-kinsey
1800000.0,nan,100,75,"Drama,Mystery,Thriller",Michelangelo Antonioni,1966,12,18,6,111,Blow-Up,https://www.themoviedb.org//movie/1052-blow-up
6500000.0,54215416.0,100,72,"Drama,Music",Luis Valdez,1987,7,24,4,108,La Bamba,https://www.themoviedb.org//movie/16620-la-bamba
nan,23833131.0,100,53,"Animation,Comedy,Music",Seth Kearsley,2002,11,27,2,76,Eight Crazy Nights,https://www.themoviedb.org//movie/13376-eight-crazy-nights
35000000.0,15185241.0,100,43,"Drama,Adventure,Fantasy",Courtney Solomon,2000,12,8,4,107,Dungeons & Dragons,https://www.themoviedb.org//movie/11849-dungeons-&-dragons
nan,nan,100,54,Comedy,Nicolas Cuche,2021,9,15,2,100,Spoiled Brats,https://www.themoviedb.org//movie/671043-spoiled-brats
46630000.0,8083123.0,100,70,"Action,Adventure,Comedy,Fantasy,Family",Terry Gilliam,1989,3,10,4,126,The Adventures of Baron Munchausen,https://www.themoviedb.org//movie/14506-the-adventures-of-baron-munchausen
nan,nan,nan,nan,unknown,unknown,nan,nan,nan,nan,nan,unknown,https://www.themoviedb.org//movie/11499-frost/nixon
5500000.0,58972904.0,100,69,"Drama,History",Colin Welland,1982,4,2,4,123,Chariots of Fire,https://www.themoviedb.org//movie/9443-chariots-of-fire
nan,nan,100,66,"Action,Animation,Drama",Kobun Shizuno,2013,4,19,4,110,Detective Conan: Private Eye in the Distant Sea,https://www.themoviedb.org//movie/228805-detective-conan-private-eye-in-the-distant-sea
nan,nan,79,65,"Horror,Comedy",James Cotten,2003,2,20,3,84,Demon Slayer,https://www.themoviedb.org//movie/95993-demon-slayer
12400000.0,nan,100,47,"Crime,Thriller,Drama,Action",John Swab,2021,11,5,4,111,Ida Red,https://www.themoviedb.org//movie/818192-ida-red
2033000.0,3981000.0,100,75,"Adventure,Action,Romance",Michael Curtiz,1938,5,14,5,102,The Adventures of Robin Hood,https://www.themoviedb.org//movie/10907-the-adventures-of-robin-hood
nan,nan,93,49,"Science Fiction,TV Movie",Christian Sesma,2016,1,1,4,82,Mind Blown,https://www.themoviedb.org//movie/429691-mind-blown
20000000.0,15340000.0,100,63,"Action,Drama,Science Fiction,Thriller",Martin Campbell,1994,4,29,4,118,No Escape,https://www.themoviedb.org//movie/10447-no-escape
nan,321011.0,100,69,"Drama,Crime",Fatih Akın,2017,11,23,3,106,In the Fade,https://www.themoviedb.org//movie/423646-in-the-fade
11000000.0,10631747.0,100,73,"Drama,Mystery",Asghar Farhadi,2013,12,19,3,130,The Past,https://www.themoviedb.org//movie/152780-the-past
nan,nan,100,60,"Animation,Adventure,Family",Tony Geiss,1998,12,1,1,77,The Land Before Time VI: The Secret of Saurus Rock,https://www.themoviedb.org//movie/17337-the-land-before-time-vi-the-secret-of-saurus-rock
1288000.0,6000000.0,100,79,"Mystery,Drama,Thriller,Romance",Alfred Hitchcock,1940,4,12,4,130,Rebecca,https://www.themoviedb.org//movie/223-rebecca
nan,10900434.0,100,66,"Drama,Comedy,Music",David Frankel,2014,8,29,4,103,One Chance,https://www.themoviedb.org//movie/209361-one-chance
21500000.0,nan,100,70,"Crime,Drama,Thriller,Mystery",Mark Pellington,1999,7,9,4,117,Arlington Road,https://www.themoviedb.org//movie/1073-arlington-road
nan,nan,100,48,Horror,Daniel Farrands,2018,11,5,0,97,The Amityville Murders,https://www.themoviedb.org//movie/473902-the-amityville-murders
12000000.0,35931410.0,100,61,"Drama,History",Joshua Michael Stern,2013,8,16,4,128,Jobs,https://www.themoviedb.org//movie/115782-jobs
21800000.0,22997992.0,100,62,"Drama,Thriller,Romance",Fred Schepisi,1990,12,21,4,118,The Russia House,https://www.themoviedb.org//movie/10170-the-russia-house
nan,nan,100,72,"Action,Animation,Science Fiction,Thriller",Kazuchika Kise,2013,11,29,4,50,Ghost in the Shell Arise – Border 2: Ghost Whispers,https://www.themoviedb.org//movie/212168-ghost-in-the-shell-arise-–-border-2-ghost-whispers
nan,nan,100,78,"Comedy,Thriller",Sebastián Borensztein,2019,8,15,3,116,Heroic Losers,https://www.themoviedb.org//movie/596054-heroic-losers
nan,nan,100,56,"Comedy,Romance,Drama",Nick Kreiss,2018,1,23,1,95,Little Bitches,https://www.themoviedb.org//movie/387773-little-bitches
nan,nan,100,62,"Horror,Thriller",Yasushi Akimoto,2004,1,17,5,112,One Missed Call,https://www.themoviedb.org//movie/9694-one-missed-call
nan,nan,100,82,"Romance,Thriller",Matías Moltrasio,2019,12,6,4,101,In the Arms of an Assassin,https://www.themoviedb.org//movie/652722-in-the-arms-of-an-assassin
nan,919591.0,100,62,Drama,Gia Coppola,2014,5,9,4,100,Palo Alto,https://www.themoviedb.org//movie/192132-palo-alto
4000000.0,50802372.0,100,61,"Family,Adventure",Robert Vince,2008,2,5,1,87,Snow Buddies,https://www.themoviedb.org//movie/14059-snow-buddies
18000000.0,6007194.0,100,73,"Animation,Drama",Sylvain Chomet,2010,12,25,5,80,The Illusionist,https://www.themoviedb.org//movie/41201-the-illusionist
nan,nan,86,66,"Comedy,Drama,Romance",Antonio Serrano,1999,6,18,4,107,"Sex, Shame & Tears","https://www.themoviedb.org//movie/22512-sex,-shame-&-tears"
nan,nan,86,0,Horror,Alex McAulay,2021,11,19,4,89,A House on the Bayou,https://www.themoviedb.org//movie/808090-a-house-on-the-bayou
nan,nan,100,76,"Comedy,Drama",Marc Rothemund,2017,1,26,3,111,My Blind Date with Life,https://www.themoviedb.org//movie/379019-my-blind-date-with-life
nan,nan,100,71,"Drama,Adventure",Shawn Seet,2019,1,17,3,99,Storm Boy,https://www.themoviedb.org//movie/505953-storm-boy
300000.0,nan,100,41,Comedy,Arthur Allan Seidelman,1970,2,25,2,91,Hercules in New York,https://www.themoviedb.org//movie/5227-hercules-in-new-york
nan,nan,79,0,Drama,Ryohei Yoshino,2021,9,17,4,118,Eternally Younger Than Those Idiots,https://www.themoviedb.org//movie/747988-eternally-younger-than-those-idiots
nan,nan,100,68,"Comedy,Drama,Romance",Catherine Corsini,2015,8,19,2,105,Summertime,https://www.themoviedb.org//movie/273153-summertime
nan,3069303.0,100,68,"Comedy,Romance",Dani de la Orden,2020,2,14,4,110,The Wedding Unplanner,https://www.themoviedb.org//movie/623926-the-wedding-unplanner
9000000.0,18564613.0,100,70,"Family,Science Fiction,Adventure",Randal Kleiser,1986,7,30,2,90,Flight of the Navigator,https://www.themoviedb.org//movie/10122-flight-of-the-navigator
9.0,8.0,100,69,"Comedy,Drama",Frank Oz,2007,8,17,4,90,Death at a Funeral,https://www.themoviedb.org//movie/2196-death-at-a-funeral
21000000.0,970816.0,100,64,Drama,Jodie Foster,2011,5,5,3,91,The Beaver,https://www.themoviedb.org//movie/50780-the-beaver
94000000.0,95311434.0,100,75,"Drama,History,War",Zhang Yimou,2012,12,18,1,146,The Flowers of War,https://www.themoviedb.org//movie/76758-the-flowers-of-war
10000000.0,21786738.0,100,64,"Drama,Romance",Wong Kar-wai,2008,4,4,4,95,My Blueberry Nights,https://www.themoviedb.org//movie/1989-my-blueberry-nights
nan,98774891.0,100,62,"Action,Crime,Fantasy,Adventure",Tsui Hark,2013,9,27,4,133,Young Detective Dee: Rise of the Sea Dragon,https://www.themoviedb.org//movie/217923-young-detective-dee-rise-of-the-sea-dragon
nan,nan,100,66,"Drama,Horror,Thriller",Nicholas Verso,2016,9,9,4,112,Boys in the Trees,https://www.themoviedb.org//movie/409164-boys-in-the-trees
3300000.0,45000.0,86,46,Comedy,Jennifer Finnigan,2014,11,8,5,96,The Opposite Sex,https://www.themoviedb.org//movie/301748-the-opposite-sex
nan,nan,14,nan,,unknown,2021,12,31,4,nan,Acerca del Tiempo,https://www.themoviedb.org//movie/671307-acerca-del-tiempo
5000.0,nan,56,89,Animation,Doryan Nelson,2014,8,2,5,25,Sonic Prologue,https://www.themoviedb.org//movie/284866-sonic-prologue
nan,nan,100,59,"Romance,Comedy,Family,Action,Adventure",Gordon Buford,1977,6,24,4,105,Herbie Goes to Monte Carlo,https://www.themoviedb.org//movie/14140-herbie-goes-to-monte-carlo
nan,nan,100,71,Thriller,Cooper Karl,2020,9,29,1,89,Sightless,https://www.themoviedb.org//movie/733156-sightless
7000000.0,7644937.0,100,61,"Drama,Romance",Massy Tadjedin,2010,11,5,4,90,Last Night,https://www.themoviedb.org//movie/23830-last-night
750000.0,1000000.0,100,81,"Action,Adventure,Comedy,Drama,War",Buster Keaton,1927,1,15,5,79,The General,https://www.themoviedb.org//movie/961-the-general
nan,nan,100,57,Comedy,Ricky Gervais,2016,4,29,4,100,Special Correspondents,https://www.themoviedb.org//movie/355008-special-correspondents
1500000.0,4250000.0,100,84,"Comedy,Drama,Romance",Charlie Chaplin,1931,3,7,5,87,City Lights,https://www.themoviedb.org//movie/901-city-lights
2500000.0,8315.0,100,45,Drama,Stephen Elliott,2012,9,21,4,102,About Cherry,https://www.themoviedb.org//movie/94901-about-cherry
nan,nan,100,67,"Western,Adventure",Harald Reinl,1963,12,11,2,101,Winnetou 1: Apache Gold,https://www.themoviedb.org//movie/3685-winnetou-1-apache-gold
nan,nan,100,56,"Action,Animation,Family",Bob Kane,2015,5,12,1,78,Batman Unlimited: Animal Instincts,https://www.themoviedb.org//movie/327418-batman-unlimited-animal-instincts
nan,nan,100,67,"Animation,Family",Chuck Tately,2009,10,27,1,80,Curious George 2: Follow That Monkey!,https://www.themoviedb.org//movie/23903-curious-george-2-follow-that-monkey!
nan,nan,64,70,Documentary,Andrea Blaugrund Nevins,2018,4,25,2,91,Tiny Shoulders: Rethinking Barbie,https://www.themoviedb.org//movie/520454-tiny-shoulders-rethinking-barbie
nan,nan,100,85,"Comedy,Action,Drama",Clayton J. Barber,2018,5,16,2,46,Blindsided: The Game,https://www.themoviedb.org//movie/524708-blindsided-the-game
nan,nan,100,65,Action,Shusuke Kaneko,2005,3,12,5,108,Azumi 2: Death or Love,https://www.themoviedb.org//movie/5890-azumi-2-death-or-love
nan,nan,100,72,"Science Fiction,Action,Drama,Thriller,TV Movie",Félix Enríquez Alcalá,2007,11,12,0,88,Battlestar Galactica: Razor,https://www.themoviedb.org//movie/69315-battlestar-galactica-razor
